Electrons,0.125,0.125,000000,1
Magnets,14.375,0.125,000000,1
Light,28.625,0.125,000000,2
Transistors,0.125,14.375,000000,1
Data,14.375,14.375,000000,1
Computers,28.625,14.375,000000,2
Systems,0.125,28.625,000000,1
Networks,14.375,28.625,000000,1
Security,28.625,28.625,000000,2
