Description,Manufacturer, Manufacturer Number, Supplier, Supplier Number, Unit price
"Header Breakaway 6 1 0.100"" (2.54mm) 2.54MM Pin Header & Female Header",BOOMELE,C56816,LCSC,C56816,0.0352
