Description,Manufacturer, Manufacturer Number, Supplier, Supplier Number, Unit price
"Header Breakaway 6x2 Surface Mount 0.100""(2.54mm) SMD P=2.54mm Male",Ckmtw,C124390,LCSC,C124390,0.05
