Description,Manufacturer, Manufacturer Number, Supplier, Supplier Number, Unit price
ZH Header Male Pin 0.059 (1.50mm) 6 SMD,P=1.5mm Wire To Board / Wire To Wire Connector",JST,B6B-ZR-SM4-GW-TF(LF)(SN),LCSC,C265293,0.9179
