name,slug,description,quantity,datasheet,supplier,package,x,y,z,unit_price,bulk_price,new,used
Clicker,Clicker,Loud sound maker (and whistle),1,/boxes/learning/,https://www.amazon.co.uk/Clicker-Multi-Color-Diyife-Training-Wrist/dp/B076LZ4XGK,Auxiliary,70,20,30,2.5,1.5,0,0
