Sensors,0.125,0.125,000000,1
Motors,14.375,0.125,000000,1
Transistors,28.625,0.125,000000,1
Computers,42.875,0.125,000000,2
Robotics,0.125,14.375,000000,1
Systems,14.375,14.375,000000,1
Networks,28.625,14.375,000000,1
Intelligence,42.875,14.375,000000,2
