Description,Manufacturer, Manufacturer Number, Supplier, Supplier Number, Unit price
SR/SZ Header Male Pin 0.039 (1.00mm) 6 Wire To Board / Wire To Wire Connector",JST,BM06B-SRSS-TB(LF)(SN),LCSC,C160392,0.3025
