name,slug,description,quantity,datasheet,supplier,package,x,y,z,unit_price,bulk_price,new,used
Computer (RPi4),Computer_RPi4,Raspberry Pi 4b with 2 GB RAM,1,/boxes/systems/_resources/datasheets/rpi4b.pdf,https://uk.farnell.com/raspberry-pi/rpi4-modbp-2gb/raspberry-pi-4-model-b-2gb/dp/3051886,Medium (011),95,70,26,42.852,42.852,0,8
Power Jumper (Red),Power_Jumpers_Red,Thick gauge (22 AWG) jumper wire (red insulation) 1Px2 to 2S,1,/boxes/systems/,VK,Cables (001),50,1,1,1.0,1.0,0,0
Power Jumper (Black),Power_Jumpers_Black,Thick gauge (22 AWG) jumper wire (black insulation) 1P to 1S,2,/boxes/systems/,VK,Cables (001),50,1,1,1.0,1.0,0,0
Heatsinks,Heatsinks,Heatsinks for RPi 4b chips,1,/boxes/systems/_resources/datasheets/rpi4b_heatsinks.jpg,https://www.amazon.co.uk/gp/product/B07VRNT3HX,Large (100),40,20,10,3.5,2.0,15,0
SD Card,SD_Card,16 GB micro SD card,1,/boxes/systems/_resources/datasheets/SanDisk-SDSQUAR-016G-GN6MA-datasheet.pdf,https://uk.farnell.com/integral/inmsdh16g-100v10/16gb-microsdhc-v10-uhs-i-u1/dp/3498606,Large (100),100,50,3,5.652,5.652,1,0
M2.5 bolt (6),M2_5_bolt_6,6 mm long M2.5 bolt,8,/boxes/robotics/,https://www.accu.co.uk/pozi-pan-head-screws/9255-SPP-M2-5-6-A2,Mounting Hardware,5,5,6,0.15,0.04,2000,0
M2.5 standoff (20/SS),M2_5_standoff_20_SS,20 mm long socket-to-socket M2.5 standoff,4,/boxes/systems/,https://uk.farnell.com/wurth-elektronik/970200154/standoff-hex-female-female-20mm/dp/2987903,Mounting Hardware,5,5,20,0.7368,0.54,204,0
