LM741,10,OpAmp,1,/boxes/amplifiers/_resources/datasheets/LM741.pdf,https://uk.farnell.com/texas-instruments/lm741cn-nopb/op-amp-single-pdip-8-0-to-70deg/dp/3117118,Active,5,5,3,0.9732,0.5592
LM386,10,Audio-Amp,2,/boxes/amplifiers/_resources/datasheets/LM386.pdf,https://uk.farnell.com/texas-instruments/lm386n-4-nopb/audio-power-amplifier-class-ab/dp/3116866,Active,5,5,3,1.1784,1.1484
