Description,Manufacturer, Manufacturer Number, Supplier, Supplier Number, Unit price
"PH Header Male Pin 0.079""(2.00mm) 4 SMD,P=2mm Wire To Board / Wire To Wire ",JST,S4B-PH-SM4-TB(LF)(SN),LCSC,C265102,0.2873
