name,slug,description,quantity,datasheet,supplier,package,x,y,z,unit_price,bulk_price,new,used
M2.5 bolt (6),M2_5_bolt_6,6 mm long M2.5 bolt,14,/boxes/robotics/,https://www.accu.co.uk/pozi-pan-head-screws/9255-SPP-M2-5-6-A2,Mounting Hardware,5,5,6,0.15,0.04,2000,0
M2.5 standoff (30/PS),M2_5_standoff_30_PS,30 mm long plug-to-socket M2.5 standoff,6,/boxes/intelligence/,https://uk.farnell.com/wurth-elektronik/971300151/standoff-hex-male-female-30mm/dp/2884445,Mounting Hardware,5,5,36,0.7152,0.6,1000,0
M2.5 standoff (30/SS),M2_5_standoff_30_SS,30 mm long socket-to-socket M2.5 standoff,2,/boxes/intelligence/,https://uk.farnell.com/wurth-elektronik/970300154/standoff-hex-female-female-30mm/dp/2987929,Mounting Hardware,5,5,30,1.392,1.1544,1000,0
M2.5 standoff (25/PS),M2_5_standoff_25_PS,25 mm long plug-to-socket M2.5 standoff,4,/boxes/intelligence/,https://uk.farnell.com/wurth-elektronik/971250151/standoff-hex-male-female-25mm/dp/2884431,Mounting Hardware,5,5,36,0.822,0.6144,1000,0
M2.5 standoff (25/SS),M2_5_standoff_25_SS,25 mm long socket-to-socket M2.5 standoff,2,/boxes/intelligence/,https://uk.farnell.com/wurth-elektronik/970250154/standoff-hex-female-female-25mm/dp/2987918,Mounting Hardware,5,5,30,0.9228,0.78,1000,0
M2.5 standoff (12/PS),M2_5_standoff_12_PS,12 mm long socket-to-socket M2.5 standoff,2,/boxes/robotics/,https://uk.farnell.com/wurth-elektronik/970120151/standoff-hex-female-female-12mm/dp/2884528,Mounting Hardware,5,5,12,0.606,0.3816,95,0
