Sensors,0.125,0.125,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Motors,14.375,0.125,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Transistors,28.625,0.125,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Computers,42.875,0.125,13.0,13.0,0.125,#000000,#FFFFFF,0,1.75
Robotics,0.125,14.375,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Systems,14.375,14.375,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Networks,28.625,14.375,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Intelligence,42.875,14.375,13.0,13.0,0.125,#000000,#FFFFFF,0,1.75
