name,slug,depth,description,quantity,package,datasheet,supplier,x,y,z,unit_price,bulk_price,new,used
Multimeter,Multimeter,1,Basic multimeter without auto-ranging,1,Loose,https://www.amazon.co.uk/gp/product/B00TM0W8ZY,https://www.amazon.co.uk/gp/product/B00TM0W8ZY,140,70,30,15,15,0,0
Driver Set,Driver_Set,1,iFixit essentials kit,1,Loose,https://www.ifixit.com/en-gb/products/minnow-driver-kit,https://www.ifixit.com/en-gb/products/minnow-driver-kit,124,45,22,15,15,0,0
