Electrons,0.125,0.125,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Magnets,14.375,0.125,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Light,28.625,0.125,13.0,13.0,0.125,#000000,#FFFFFF,0,1.75
Transistors,0.125,14.375,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Data,14.375,14.375,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Computers,28.625,14.375,13.0,13.0,0.125,#000000,#FFFFFF,0,1.75
Systems,0.125,28.625,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Networks,14.375,28.625,13.0,13.0,0.125,#000000,#FFFFFF,1,1.75
Security,28.625,28.625,13.0,13.0,0.125,#000000,#FFFFFF,0,1.75
